,predicted_label,predicted_probability,actual_label,group,behavior_features_traits,beliefs_expectancies,bws,connotation,full_label,generalisation_category_label,generalisation_situation,generalization,gram_form,has_category_label,information,ling_form,roberta_score,scsc_score,text,situation,situation_evaluation,stereotype,target_type
1765,1,0.832669734954834,0,0,yes,yes,,positive,The gentleman,individual_specific target,situational behaviour_concrete,concrete,noun,yes,was very polite when dealing with the waiter,individual,0.15040295,0.0,The gentleman was very polite when dealing with the waiter.,situational behaviour,positive,False,specific target
1766,1,0.8283336758613586,1,1,yes,yes,,neutral,the girls,generic_generic target,situational behaviour_concrete,concrete,noun,yes,made fun of the girls,generic,0.6286232,0.7378120976678206,"The boy entered his classroom. He high-fived his friends, and made fun of the girls.",situational behaviour,negative,True,generic target
1767,1,0.6916254758834839,0,0,yes,yes,,neutral,The woman,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,"hated all men, including her stupid husband of 25 years",individual,0.75483054,0.5547777835800015,"The woman hated all men, including her stupid husband of 25 years. She ate chocolate and shopped until she dropped.",enduring characteristics,negative,False,specific target
1768,0,0.6512734889984131,1,1,yes,yes,,neutral,that schoolgirl,subset_specific target,enduring characteristics_abstract,abstract,noun,yes,must be really weak,subset,0.721644,0.6695897355847541,Look at that schoolgirl over there. She must be really weak.,enduring characteristics,negative,True,specific target
1769,1,0.7054568529129028,0,0,yes,yes,,neutral,My wife,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is emotional,individual,0.28109178,0.3404075855554965,My wife is emotional.,enduring characteristics,neutral,False,specific target
1770,1,0.6617431044578552,0,0,yes,yes,,neutral,The son,individual_specific target,situational behaviour_concrete,concrete,noun,yes,loved sports and getting dirty wrestling with his friends,individual,0.4232962,0.1491327686467403,The son arrived home. He loved sports and getting dirty wrestling with his friends.,situational behaviour,positive,False,specific target
1771,1,0.7007676362991333,1,1,yes,yes,,neutral,Daughter,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are a handful when they are teens,generic,0.72736233,0.7476380077895063,Daughter is the child of a parent thats a female are a handful when they are teens,enduring characteristics,negative,True,generic target
1772,0,0.520692765712738,0,0,yes,yes,,neutral,The children's father,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,loved to play with them. He was the disciplinarian in the family,subset,0.28335306,0.2705556957153956,The children's father loved to play with them. He was the disciplinarian in the family.,enduring characteristics,positive,False,specific target
1773,1,0.8533166646957397,1,1,yes,yes,,neutral,A stepfather,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is known to step in and be controlling,generic,0.6350941,0.7476380077895063,A stepfather is known to step in and be controlling.,enduring characteristics,negative,True,generic target
1774,1,0.6195517778396606,1,1,yes,yes,,neutral,The mother,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was sad her kid went off to college. She was nurturing and felt lonely that the child was no longer around,subset,0.3631804,0.6597638254630686,The mother was sad her kid went off to college. She was nurturing and felt lonely that the child was no longer around.,situational behaviour,negative,True,specific target
1775,1,0.6155436635017395,0,0,yes,yes,,neutral,My wife,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,loves to spend her time in the kitchen,subset,0.17643821,0.4520046025024661,My wife loves to spend her time in the kitchen.,enduring characteristics,neutral,False,specific target
1776,1,0.8428253531455994,0,0,yes,yes,,neutral,old people,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are called that,generic,0.6378022,0.5332678097650012,Ma'am is a shortened version of a longer word. Only old people are called that.,enduring characteristics,neutral,False,generic target
1777,0,0.8053048849105835,1,1,not-applicable,not-applicable,,neutral,her,individual_specific target,enduring characteristics_abstract,abstract,other,yes,being very weak,individual,0.59909576,0.7067338754708589,They would talk about her being very weak.,enduring characteristics,negative,True,specific target
1778,1,0.8554366230964661,1,1,yes,yes,,neutral,a girl,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.41401005,0.6549796462541732,This is a girl's department store. Look at all the bright and cute clothing choices.,not-applicable,not-applicable,True,generic target
1779,1,0.7284502387046814,1,1,yes,yes,,negative,rich girl,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,"liked such stupid, rich girl stuff",subset,0.67362076,0.7122851960232908,"His favorite thing to do was watch movies, hers was fashion. He always laughed at the fact she liked such stupid, rich girl stuff.",enduring characteristics,negative,True,specific target
1780,1,0.688072681427002,0,0,not-applicable,not-applicable,,neutral,her daughter,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,was pretty,individual,0.22551012,0.155743743710643,Her daughter was pretty,enduring characteristics,positive,False,specific target
1781,1,0.5162221193313599,0,0,yes,yes,,neutral,The woman,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,was a homemaker and a stay at home mom,generic,0.18560827,0.5300528747072183,She went to the grocery store. The woman was a homemaker and a stay at home mom.,enduring characteristics,neutral,False,generic target
1782,1,0.8181344866752625,0,0,yes,yes,,positive,The gentleman,subset_specific target,situational behaviour_concrete,concrete,noun,yes,went on a date. He opened doors and paid for dinner,subset,0.31646463,0.1148119520047525,The gentleman went on a date. He opened doors and paid for dinner.,situational behaviour,positive,False,specific target
1783,0,0.6929661631584167,0,0,no,no,,neutral,The schoolgirl,individual_specific target,situational behaviour_concrete,concrete,noun,yes,"wears her backpack, planning to play video games with her friends tonight",individual,0.32992533,0.3305816754338108,"The schoolgirl wears her backpack. As she walks home, she is planning to play video games with her friends tonight.",situational behaviour,neutral,False,specific target
1784,1,0.6263678669929504,0,0,yes,yes,,neutral,a little boy,individual_specific target,situational behaviour_concrete,concrete,noun,yes,loved to play with trucks,individual,0.24511713,0.1491327686467403,When he was a little boy he loved to play with trucks.,situational behaviour,positive,False,specific target
1785,1,0.6217629313468933,0,0,yes,yes,,neutral,The grandmother,individual_specific target,situational behaviour_concrete,concrete,noun,yes,repairs the socks for the family,individual,0.13394696,0.1491327686467403,The grandmother repairs the socks for the family.,situational behaviour,positive,False,specific target
1786,1,0.5803831219673157,0,0,not-applicable,not-applicable,,neutral,My son,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,"is really dumb, but on the autism spectrum",individual,0.56214124,0.5547777835800015,"My son is really dumb. He isn't dumb, but on the autism spectrum.",enduring characteristics,negative,False,specific target
1787,1,0.7116931080818176,0,0,yes,yes,,neutral,My son,individual_specific target,situational behaviour_concrete,concrete,noun,yes,went to the grocery store. He came back with junk food and pop,individual,0.44470456,0.3305816754338108,My son went to the grocery store. He came back with junk food and pop.,situational behaviour,neutral,False,specific target
1788,1,0.8639780879020691,0,0,not-applicable,not-applicable,,neutral,She,individual_specific target,enduring characteristics_abstract,abstract,pronoun,yes,dresses very feminine,individual,0.40688518,0.5468591822696706,She dresses very feminine.,enduring characteristics,neutral,False,specific target
1789,1,0.5138413906097412,1,1,yes,yes,,neutral,A boy,generic_generic target,situational behaviour_concrete,concrete,noun,yes,played with his friends. They only plays with other guys rather than girls,generic,0.65332144,0.7378120976678206,A boy played with his friends. They only plays with other guys rather than girls.,situational behaviour,negative,True,generic target
1790,1,0.842491090297699,0,0,yes,yes,,neutral,my schoolgirl,individual_specific target,situational behaviour_concrete,concrete,noun,yes,"feel nostalgic for my schoolgirl days. The other girls-of-school-age and I would sit on the steps of the museum after class, drinking apple juice and gossiping away the afternoon",individual,0.4303343,0.1491327686467403,"Apple juice boxes cause me to feel nostalgic for my schoolgirl days. The other girls-of-school-age and I would sit on the steps of the museum after class, drinking apple juice and gossiping away the afternoon.",situational behaviour,positive,False,specific target
1791,0,0.9480856657028198,0,0,yes,yes,,neutral,The bride,individual_specific target,situational behaviour_concrete,concrete,noun,yes,was absolutely monstrous just before the wedding,individual,0.68142015,0.5449518734583159,The bride was absolutely monstrous just before the wedding.,situational behaviour,negative,False,specific target
1792,1,0.892387330532074,1,1,yes,yes,,neutral,The man,generic_generic target,situational behaviour_concrete,concrete,noun,yes,acted aggressive,generic,0.4834972,0.7378120976678206,The man acted aggressive,situational behaviour,negative,True,generic target
1793,1,0.8310747146606445,0,0,yes,yes,,neutral,My father,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,works very hard at his job. He earns the most money in the household,individual,0.26304457,0.155743743710643,My father works very hard at his job. He earns the most money in the household.,enduring characteristics,positive,False,specific target
1794,0,0.6480160355567932,0,0,yes,yes,,neutral,The grandmother,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,tended to have monogamous relationships,subset,0.43795976,0.2949123003747126,The grandmother tended to have monogamous relationships.,enduring characteristics,positive,False,generic target
1795,1,0.859218955039978,0,0,yes,yes,,positive,beautiful woman,subset_specific target,situational behaviour_concrete,concrete,noun,yes,wears fancy clothes and a expensive make up,subset,0.39452335,0.1148119520047525,Alena consider herself as beautiful woman. She wears fancy clothes and a expensive make up.,situational behaviour,positive,False,specific target
1796,1,0.6963278651237488,1,1,yes,yes,,neutral,Most men,subset_generic target,situational behaviour_concrete,concrete,noun,yes,treat their stepmother as an unwelcome presence in their life,subset,0.69298565,0.6809054950646026,Most men treat their stepmother as an unwelcome presence in their life.,situational behaviour,negative,True,generic target
1797,1,0.8659670352935791,1,1,yes,yes,,neutral,male,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are considered aggressive,generic,0.79332936,0.7476380077895063,One half of the human population is male. They are considered aggressive.,enduring characteristics,negative,True,generic target
1798,1,0.6893654465675354,0,0,yes,yes,,neutral,his mommy,subset_specific target,situational behaviour_concrete,concrete,noun,yes,was distracted today and decided it was fine if he went to play for awhile,subset,0.46434304,0.2639447206514929,The boy thought his mommy would refuse to let him go to the playground. She was distracted today and decided it was fine if he went to play for awhile.,situational behaviour,positive,False,specific target
1799,1,0.6545725464820862,0,0,yes,yes,,neutral,My grandfather,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,sells cars. He has a lot of money and likes to go fishing,individual,0.38336885,0.155743743710643,My grandfather sells cars. He has a lot of money and likes to go fishing.,enduring characteristics,positive,False,specific target
1800,1,0.875024676322937,1,1,not-applicable,not-applicable,,neutral,She,individual_specific target,enduring characteristics_abstract,abstract,pronoun,yes,is very moody,individual,0.45896694,0.7612293802941756,She is very moody.,enduring characteristics,negative,True,specific target
1801,0,0.6116896867752075,0,0,yes,yes,,neutral,a girl,individual_specific target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,individual,0.19552532,0.4621194220446682,His younger sister was a girl. This person loves the color of purple and pink.,not-applicable,not-applicable,False,specific target
1802,1,0.7822476625442505,0,0,yes,yes,,neutral,One girl,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,has the strength and skill to fight the vampires and the demons,subset,0.62641364,0.2916973653169297,One girl in all the world who has the strength and skill to fight the vampires and the demons. Of course to be a successful slayer you have to be uptight and humorless.,enduring characteristics,positive,False,generic target
1803,1,0.6371445059776306,0,0,yes,yes,,neutral,Girls,generic_generic target,situational behaviour_concrete,concrete,noun,yes,smile at him a lot,generic,0.84280205,0.3419929928562452,Girls smile at him a lot. He's a womanizer and cannot be faithful.,situational behaviour,positive,False,generic target
1804,1,0.7860252857208252,1,1,yes,yes,,neutral,The stepmother,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,her relationship with her stepchildren was mean,subset,0.48708278,0.6907314051862882,The stepmother's relationship with her stepchildren was mean.,enduring characteristics,negative,True,generic target
1805,1,0.929587185382843,0,0,yes,yes,,neutral,A male,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is considered a dominant person,generic,0.7840612,0.5332678097650012,A male is considered a dominant person.,enduring characteristics,neutral,False,generic target
1806,1,0.7570455074310303,0,0,yes,yes,,neutral,My boyfriend,individual_specific target,situational behaviour_concrete,concrete,noun,yes,drives a sports car,individual,0.6427458,0.3305816754338108,My boyfriend drives a sports car. They are always the alpha of the relationship.,situational behaviour,neutral,False,specific target
1807,1,0.8740049004554749,1,1,yes,yes,,neutral,females,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are obsessed with their looks and jealous,generic,0.7687091,0.7476380077895063,My school is full of females. Most of them are obsessed with their looks and jealous.,enduring characteristics,negative,True,generic target
1808,1,0.9530506730079652,1,1,yes,yes,,negative,stepmothers,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are evil,generic,0.88247204,0.7935484032858259,All stepmothers are evil.,enduring characteristics,negative,True,generic target
1809,1,0.6755375266075134,0,0,yes,yes,,neutral,the submissive wife,subset_specific target,situational behaviour_concrete,concrete,noun,yes,began working on the bills and housework,subset,0.44656193,0.2639447206514929,The submissive wife began working on the bills and housework.,situational behaviour,positive,False,specific target
1810,1,0.5915005207061768,0,0,no,no,,neutral,gentlemen,generic_generic target,situational behaviour_concrete,concrete,noun,yes,decided to talk with the volunteers,generic,0.2265626,0.3419929928562452,The group of gentlemen decided to talk with the volunteers. Volunteers are strong and courageous people.,situational behaviour,positive,False,generic target
1811,1,0.8066034913063049,0,0,yes,yes,,neutral,My wife,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,is always nagging about housework,individual,0.45899633,0.5515628485222185,My wife is always nagging about housework.,enduring characteristics,negative,False,specific target
1812,0,0.5681424736976624,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.19405529,0.4387382360203022,It was easy to see that her demeanor was very calm,not-applicable,not-applicable,False,not-applicable
1813,1,0.8933051824569702,0,0,yes,yes,,neutral,The man,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,appeared commanding,individual,0.3304897,0.1589586787684259,The man that spoke appeared commanding.,enduring characteristics,positive,False,specific target
1814,1,0.7633657455444336,1,1,yes,yes,,neutral,The wife,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,is a husband's maid in everything,generic,0.5729963,0.7444230727317234,The wife is a husband's maid in everything.,enduring characteristics,negative,True,generic target
1815,1,0.7019646167755127,0,0,yes,yes,,neutral,a daughter,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,feminine and classy,generic,0.36348173,0.3518189029779308,Some people have a daughter. She is feminine and classy.,enduring characteristics,positive,False,generic target
1816,1,0.8160284161567688,0,0,yes,yes,,neutral,the man,generic_generic target,situational behaviour_concrete,concrete,noun,yes,i still call them sir,generic,0.7191486,0.3419929928562452,"It doesn't matter how old the man is, i still call them sir.",situational behaviour,positive,False,generic target
1817,1,0.8550542593002319,0,0,yes,yes,,neutral,My stepmother,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is bossy,individual,0.50037277,0.5547777835800015,My stepmother is bossy.,enduring characteristics,negative,False,specific target
1818,1,0.8753289580345154,0,0,yes,yes,,neutral,son,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are all very manly and tough,generic,0.38379148,0.3518189029779308,Having a son is a major occurrence in a person's life. They are all very manly and tough.,enduring characteristics,positive,False,generic target
1819,1,0.6652603149414062,0,0,yes,yes,,positive,gentleman,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,always respects women,generic,0.58238584,0.2026861343311903,A gentleman always respects women. He often gets the door for anyone.,enduring characteristics,positive,False,generic target
1820,1,0.9148377776145936,0,0,yes,yes,,neutral,girl,generic_generic target,situational behaviour_concrete,concrete,noun,yes,acts dainty when she's around her parents,generic,0.4922351,0.5234418996433157,A girl acts dainty when she's around her parents.,situational behaviour,neutral,False,generic target
1821,0,0.6015698909759521,0,0,yes,yes,,positive,gentlemen,subset_specific target,situational behaviour_concrete,concrete,noun,yes,were seated at the bar. They ordered whiskey and talked politics,subset,0.40516576,0.296260858791823,The gentlemen were seated at the bar. They ordered whiskey and talked politics.,situational behaviour,neutral,False,specific target
1822,1,0.866075873374939,0,0,yes,yes,,neutral,the bride,generic_generic target,situational behaviour_concrete,concrete,noun,yes,is about to walk down the aisle,generic,0.76261604,0.5234418996433157,The bride is about to walk down the aisle. They are always mean and dramatic.,situational behaviour,neutral,False,generic target
1823,0,0.5434701442718506,0,0,yes,yes,,positive,a gentleman,generic_generic target,situational behaviour_concrete,concrete,noun,yes,act like a gentleman on your date,generic,0.48272175,0.1928602242095047,Please act like a gentleman on your date. He opened the door for his girlfriend.,situational behaviour,positive,False,generic target
1824,1,0.928041398525238,1,1,not-applicable,not-applicable,,neutral,her admirers,generic_generic target,situational behaviour_concrete,concrete,noun,yes,made comments she felt uncomfortable with,generic,0.5556132,0.7378120976678206,Her admirers often made comments she felt uncomfortable with. They would talk about 'tapping that' and 'banging this.',situational behaviour,negative,True,generic target
1825,1,0.6520634889602661,0,0,no,no,,neutral,the small girl,subset_specific target,situational behaviour_concrete,concrete,noun,yes,tried to fight her way through the crowd,subset,0.3747129,0.4453936274385635,The small girl tried to fight her way through the crowd.,situational behaviour,neutral,False,specific target
1826,0,0.6024928689002991,0,0,yes,yes,,neutral,the woman,generic_generic target,situational behaviour_concrete,concrete,noun,yes,bought a sandwich. She asked the man to pay for her meal,generic,0.3520122,0.5234418996433157,The woman bought a sandwich. She asked the man to pay for her meal.,situational behaviour,neutral,False,generic target
1827,1,0.8904682397842407,0,0,yes,yes,,negative,My stepmother,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is evil,individual,0.69047314,0.600688179076321,My stepmother is evil,enduring characteristics,negative,False,specific target
1828,0,0.5465341210365295,0,0,yes,yes,,neutral,The boy,generic_generic target,situational behaviour_concrete,concrete,noun,yes,is playing with a toy truck,generic,0.42566162,0.5234418996433157,The boy is playing with a toy truck.,situational behaviour,neutral,False,generic target
1829,1,0.912505865097046,0,0,yes,yes,,neutral,my son,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,never listens and has to be told things twice,individual,0.47394195,0.5547777835800015,I went to the park with my son. He never listens and has to be told things twice.,enduring characteristics,negative,False,specific target
1830,1,0.8854197263717651,0,0,yes,yes,,neutral,That woman,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,looks very sexy,individual,0.5024003,0.155743743710643,That woman looks very sexy.,enduring characteristics,positive,False,specific target
1831,1,0.650566577911377,0,0,yes,yes,,neutral,The woman,generic_generic target,situational behaviour_concrete,concrete,noun,yes,was very caring towards her husband,generic,0.035133503,0.3419929928562452,The woman was very caring towards her husband.,situational behaviour,positive,False,generic target
1832,1,0.8291939496994019,0,0,yes,yes,,neutral,That man,individual_specific target,enduring characteristics_concrete,concrete,noun,yes,had a very masculine walk,individual,0.5261656,0.3371926504977134,That man had a very masculine walk.,enduring characteristics,neutral,False,specific target
1833,0,0.5139034986495972,0,0,yes,yes,,neutral,the woman,generic_generic target,situational behaviour_concrete,concrete,noun,yes,"had always thought that her ideal partner would be a tall, polite and handsome gentleman, she discovered that her real dream man was a woman, and not a man at all",generic,0.5251717,0.5234418996433157,"While the woman had always thought that her ideal partner would be a tall, polite and handsome gentleman, she discovered that her real dream man was a woman, and not a man at all.",situational behaviour,neutral,False,generic target
1834,0,0.5921087861061096,0,0,yes,yes,,neutral,Her son,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is dutiful,individual,0.23369676,0.1589586787684259,Her son is dutiful.,enduring characteristics,positive,False,specific target
1835,1,0.5741908550262451,1,1,yes,yes,,neutral,a girl,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,get very irrational when they're on their period,generic,0.77095264,0.7444230727317234,"Is always nice to have a girl around Except when they're on their period, they get very irrational.",enduring characteristics,negative,True,generic target
1836,1,0.5122008323669434,0,0,yes,yes,,neutral,the boy,individual_specific target,situational behaviour_concrete,concrete,noun,yes,likes to play sports,individual,0.31392354,0.1491327686467403,the boy is a child He likes to play sports,situational behaviour,positive,False,specific target
1837,0,0.607930064201355,0,0,yes,yes,,neutral,the girl,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,was frail,individual,0.57138795,0.5547777835800015,I chose the boy over the girl to work in the field because the girl was frail.,enduring characteristics,negative,False,specific target
1838,1,0.7947291731834412,0,0,yes,yes,,neutral,the groom,individual_specific target,situational behaviour_concrete,concrete,noun,yes,took the hand of his bride and walked her out. He was a perfect gentleman and even opened the car door for her,individual,0.34960535,0.1491327686467403,The groom took the hand of his bride and walked her out. He was a perfect gentleman and even opened the car door for her.,situational behaviour,positive,False,specific target
1839,1,0.8223819136619568,0,0,yes,yes,,neutral,the mother of three sons,subset_specific target,situational behaviour_concrete,concrete,noun,yes,"went to the grocery store. She kissed and hugged her sons, telling them that she loved them very much",subset,0.2503697,0.2639447206514929,"The mother of three sons went to the grocery store. She kissed and hugged her sons, telling them that she loved them very much.",situational behaviour,positive,False,specific target
1840,1,0.800308346748352,0,0,yes,yes,,neutral,the boy,individual_specific target,situational behaviour_concrete,concrete,noun,yes,played on his bike. He was rambunctious and wild,individual,0.5368867,0.3305816754338108,The boy played on his bike. He was rambunctious and wild.,situational behaviour,neutral,False,specific target
1841,1,0.8537548184394836,0,0,yes,yes,,positive,Daddys,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are the best friend to most of the boys. They are very strict and don't understand you sometimes,generic,0.8056884,0.3841350411182608,Daddys are the best friend to most of the boys. They are very strict and don't understand you sometimes.,enduring characteristics,neutral,False,generic target
1842,1,0.7756531238555908,0,0,yes,yes,,positive,The new mommy,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,was resting with her baby. She was nurturing and patient with the infant,subset,0.054512285,0.1214229270686552,The new mommy was resting with her baby. She was nurturing and patient with the infant.,enduring characteristics,positive,False,specific target
1843,1,0.6509132385253906,0,0,yes,yes,,neutral,The girl,generic_specific target,situational behaviour_concrete,concrete,noun,yes,cried at all those romantic movies. She had fantasies that she would meet her prince charming,generic,0.4389987,0.3942453145122996,The girl cried at all those romantic movies. She had fantasies that she would meet her prince charming.,situational behaviour,neutral,False,specific target
1844,1,0.7024398446083069,0,0,yes,yes,,neutral,A grandmother,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is old,generic,0.3093974,0.5332678097650012,A grandmother is old,enduring characteristics,neutral,False,generic target
1845,1,0.6180242896080017,0,0,yes,yes,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.5456731,0.4387382360203022,"Yes ma'am, my friend is from the South. That is why my friend has manners.",not-applicable,not-applicable,False,not-applicable
1846,1,0.7771180272102356,0,0,yes,yes,,neutral,My grandmother,individual_specific target,situational behaviour_concrete,concrete,noun,yes,helped out making delicious foods with home recipes,individual,0.11167549,0.1491327686467403,My grandmother visited during Thanksgiving. She helped out making delicious foods with home recipes.,situational behaviour,positive,False,specific target
1847,1,0.9174721837043762,1,1,yes,yes,,neutral,The young girl,subset_generic target,enduring characteristics_abstract,abstract,noun,yes,focused on gossiping,subset,0.5395795,0.6907314051862882,The young girl focused on gossiping.,enduring characteristics,negative,True,generic target
1848,0,0.8543635010719299,0,0,yes,yes,,neutral,The boy,generic_generic target,enduring characteristics_concrete,concrete,noun,yes,was always so energetic at school,generic,0.24593374,0.3486039679201478,The boy was always so energetic at school.,enduring characteristics,positive,False,generic target
1849,1,0.8015146851539612,0,0,yes,yes,,neutral,that lady,individual_specific target,situational behaviour_concrete,concrete,noun,yes,is in high heels and trying to walk in them is hard for her,individual,0.6641591,0.3305816754338108,Watch out for that lady! She is in high heels and trying to walk in them is hard for her.,situational behaviour,neutral,False,specific target
1850,1,0.7132980227470398,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.29716924,0.4387382360203022,She is a very emotional person,not-applicable,not-applicable,False,not-applicable
1851,1,0.6107103228569031,0,0,not-applicable,not-applicable,,not-applicable,not-applicable,not-applicable_not-applicable,not-applicable_not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,0.6022808,0.4387382360203022,The kid watched at the evil stepfather in the kitchen.,not-applicable,not-applicable,False,not-applicable
1852,1,0.5974823832511902,0,0,yes,yes,,neutral,A woman,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,is good with children,generic,0.3139174,0.3518189029779308,A woman is good with children.,enduring characteristics,positive,False,generic target
1853,0,0.6635543704032898,1,1,yes,yes,,negative,a weak female,subset_specific target,enduring characteristics_concrete,concrete,noun,yes,was weak in the workplace,subset,0.65790004,0.7122851960232908,She was a weak female in the workplace.,enduring characteristics,negative,True,specific target
1854,0,0.5549290776252747,1,1,yes,yes,,neutral,a boy,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,not supposed to cry,generic,0.7791734,0.7476380077895063,"You're a boy, you're not supposed to cry.",enduring characteristics,negative,True,generic target
1855,0,0.7376529574394226,1,1,yes,yes,,neutral,males,generic_generic target,not-applicable_not-applicable,not-applicable,noun,yes,not-applicable,generic,0.7325465,0.6549796462541732,Restrooms are clearly marked for either males or females. She is weaker than men.,not-applicable,not-applicable,True,generic target
1856,1,0.8585227727890015,0,0,not-applicable,not-applicable,,neutral,brother,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,immature and annoying,individual,0.7086276,0.5547777835800015,I have one brother. He is immature and annoying.,enduring characteristics,negative,False,specific target
1857,1,0.8939318060874939,0,0,yes,yes,,positive,The bride,individual_specific target,situational behaviour_concrete,concrete,noun,yes,looked beautiful on her wedding day,individual,0.14819457,0.0,The bride looked beautiful on her wedding day.,situational behaviour,positive,False,specific target
1858,1,0.6098198890686035,0,0,yes,yes,,neutral,the black person,subset_specific target,situational behaviour_concrete,concrete,noun,yes,addressed the white woman very politely,subset,0.3430249,0.2639447206514929,The person standing nearby addressed her as ma'am. The black person working as a janitor addressed the white woman very politely.,situational behaviour,positive,False,specific target
1859,1,0.7360116839408875,0,0,yes,yes,,neutral,The society ladies,subset_generic target,enduring characteristics_concrete,concrete,noun,yes,always enjoyed a bit of gossip during their weekly bridge game,subset,0.43470147,0.4731462721040002,The society ladies always enjoyed a bit of gossip during their weekly bridge game.,enduring characteristics,neutral,False,generic target
1860,1,0.7268102169036865,0,0,yes,yes,,neutral,stepfather,individual_specific target,situational behaviour_concrete,concrete,noun,yes,has been fairly kind to me lately,individual,0.4864326,0.1491327686467403,My stepfather has been fairly kind to me lately. they tend to be mean since I'm a new addition to the family.,situational behaviour,positive,False,specific target
1861,1,0.93947571516037,1,1,yes,yes,,neutral,stepmother,generic_generic target,enduring characteristics_abstract,abstract,noun,yes,are usually evil,generic,0.76685447,0.7476380077895063,The stepmother is a central character in many fairy tales. They are usually evil.,enduring characteristics,negative,True,generic target
1862,1,0.8290091156959534,0,0,yes,yes,,neutral,ladies society,subset_generic target,situational behaviour_concrete,concrete,noun,yes,"working together, create harmony",subset,0.1820067,0.285086390253027,"A ladies society, working together, create harmony .",situational behaviour,positive,False,generic target
1863,1,0.572118878364563,0,0,yes,yes,,neutral,daughter,individual_specific target,situational behaviour_concrete,concrete,noun,yes,likes to play with dolls,individual,0.34023863,0.3305816754338108,I like to do things with my daughter. She likes to play with dolls.,situational behaviour,neutral,False,specific target
1864,1,0.8103447556495667,0,0,yes,yes,,neutral,attractive man,individual_specific target,situational behaviour_concrete,concrete,noun,yes,was shockingly sexual,individual,0.7494111,0.5449518734583159,"Being an attractive man, he was shockingly sexual.",situational behaviour,negative,False,specific target
1865,1,0.8595566749572754,0,0,yes,yes,,neutral,her grandmother,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,as very wise,individual,0.13287579,0.1589586787684259,She thought of her grandmother as very wise.,enduring characteristics,positive,False,specific target
1866,1,0.8619529604911804,1,1,yes,yes,,neutral,The ladies,generic_generic target,situational behaviour_concrete,concrete,noun,yes,spreading gossip,generic,0.6408626,0.7378120976678206,The ladies had a book club. They were spreading gossip.,situational behaviour,negative,True,generic target
1867,0,0.5070290565490723,0,0,yes,yes,,negative,That girl,individual_specific target,enduring characteristics_abstract,abstract,noun,yes,is so dumb,individual,0.6985416,0.600688179076321,That girl is so dumb.,enduring characteristics,negative,False,specific target
