has_category_label,full_label,beliefs_expectancies,information,behavior_features_traits,stereotype,target_type,connotation,gram_form,ling_form,situation,situation_evaluation,generalization,sentence,bws
yes,The nerdy gentlemen,yes,open the door,yes,yes,specific target,neutral,noun,subset,situational behaviour,neutral,concrete,The nerdy gentlemen open the door.,-0.1860117231207241
yes,My mommy,yes,was supportive and nurturing when i was a child,yes,yes,specific target,neutral,noun,individual,situational behaviour,positive,concrete,My mommy was supportive and nurturing when i was a child.,-0.2948689413870443
yes,great mother's,yes,have the ability to be strong in any situation,yes,yes,generic target,positive,noun,subset,enduring characteristics,positive,abstract,All great mother's have the ability to be strong in any situation.,-0.1402103833528904
yes,The loving mother,yes,treated her children with respect,yes,yes,generic target,positive,noun,subset,situational behaviour,positive,concrete,The loving mother treated her children with respect.,-0.4861781627613921
yes,The schoolgirl,yes,seemed very innocent,yes,yes,specific target,neutral,noun,subset,enduring characteristics,positive,concrete,The schoolgirl seemed very innocent.,-0.1929518449223158
yes,The male counselor,yes,seems very ignorant,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,concrete,The male counselor we recently hired seems very ignorant.,0.2715129545154677
yes,Men,yes,know how to throw a party,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Men know how to throw a party,0.258993603822902
yes,a male,yes,lost his job due to being a male in a womans profession,yes,yes,specific target,neutral,noun,generic,situational behaviour,negative,concrete,Jacob lost his job... He mainly lost it due to being a male in a womans profession.,0.2746870894158185
yes,his wife,yes,make him leave again to buy the milk,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,"Mark will play dumb, and he won't let his wife to make him leave again to buy the milk.",-0.009910816383971
yes,his caring mommy,yes,loved the presence of his caring mommy,yes,yes,specific target,positive,noun,generic,enduring characteristics,positive,concrete,The baby loved the presence of his caring mommy.,-0.3495296796152455
yes,a bunch of prostitutes,yes,not-applicable,yes,yes,generic target,neutral,noun,subset,not-applicable,not-applicable,not-applicable,Joe then spent the money on a bunch of prostitutes.,0.1361912892793172
yes,women,yes,always complain when they are pregnant,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,women always complain when they are pregnant,0.2392905036190044
yes,a dumb female,yes,for getting us in to the mess,yes,yes,specific target,negative,noun,individual,situational behaviour,negative,concrete,I called them a dumb female for getting us in to the mess.,0.339449451678539
yes,my friends grandfather,yes,was feeble,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,abstract,I always thought my friends grandfather was feeble.,-0.0519355046668618
yes,a schoolboy,yes,is very innocent,yes,yes,specific target,neutral,noun,generic,enduring characteristics,positive,abstract,My son is a schoolboy is very innocent.,-0.2369311957963197
yes,women,yes,are scared and helpless when faced with any sort of dangerous situation,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,Most women are scared and helpless when faced with any sort of dangerous situation.,0.3572202921875772
yes,The schoolgirl with the ponytail,yes,is smart,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,The schoolgirl with the ponytail is smart.,-0.2617035978265964
yes,Your grandfather,yes,is truly a hero when it comes to raising your parents,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,Your grandfather is truly a hero when it comes to raising your parents.,-0.0672065052619392
yes,the women,yes,have messy cars,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,"His car was a complete mess, like the ones of the women.",0.0262533990445145
yes,schoolboy,yes,arrived early at school,yes,yes,generic target,neutral,noun,generic,situational behaviour,positive,concrete,"As a brainy schoolboy, he often arrived early at school.",-0.1601410675318086
yes,Women,yes,don't know how to drive,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Women don't know how to drive.,0.3558194389200564
yes,My sister,yes,is very loving,yes,yes,specific target,positive,noun,individual,enduring characteristics,positive,abstract,My sister is very loving,-0.5893187350970817
yes,a female astrophysicist,yes,one you wouldn't expect from a female astrophysicist,yes,yes,generic target,neutral,noun,subset,other,not-applicable,not-applicable,"It was a very important discovery, one you wouldn't expect from a female astrophysicist",0.2576487177090513
yes,The mommy,yes,was caring toward her young children,yes,yes,generic target,neutral,noun,subset,situational behaviour,positive,concrete,The mommy was caring toward her young children.,-0.3367907109363631
yes,women,yes,always instigate fights,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Women and men cannot work together because women always instigate fights.,0.3806600233676668
yes,my sister,not-applicable,was small,not-applicable,yes,specific target,neutral,noun,individual,enduring characteristics,neutral,concrete,My friend thought my sister was small.,-0.3594848713928903
yes,The schoolboy,yes,is athletic,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,The schoolboy is athletic.,-0.0607155740223839
yes,My grandfather,no,is a very old grandfather,no,yes,specific target,neutral,noun,individual,enduring characteristics,neutral,abstract,My grandfather is a very old grandfather.,0.04833855860192
yes,mother,yes,was very nurturing,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,Her mother was very nurturing.,-0.404638112283305
yes,the men,yes,getting closer,yes,yes,generic target,neutral,noun,generic,situational behaviour,neutral,concrete,She immediately clutched her keys for use as a weapon when she noticed the men getting closer.,0.1031096617901171
yes,a quiet woman,yes,quiet,yes,yes,specific target,neutral,noun,subset,enduring characteristics,positive,abstract,I did not understand his insistence that I follow him on that point even though I was a quiet woman.,0.1679105045831616
yes,The schoolboy,yes,was very energetic during recess,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,The schoolboy was very energetic during recess.,-0.2413238353300731
yes,The schoolgirl,yes,was very girly,yes,yes,specific target,neutral,noun,subset,enduring characteristics,neutral,concrete,The schoolgirl was very girly.,-0.0194271864322695
yes,The schoolboy,yes,was very cute,yes,yes,specific target,neutral,noun,subset,enduring characteristics,positive,concrete,The schoolboy was very cute,-0.2448177346565293
yes,male friend,yes,is very strong,yes,yes,specific target,neutral,noun,subset,enduring characteristics,positive,abstract,Judy's male friend is very strong.,0.0814851948088065
yes,a younger sister,yes,is likely to have a sassy attitude when asked to do chores,yes,yes,generic target,neutral,noun,subset,enduring characteristics,neutral,abstract,A younger sister is likely to have a sassy attitude when asked to do chores.,-0.0144467192679064
yes,the alpha male,yes,was a strong leader,yes,yes,generic target,neutral,noun,subset,enduring characteristics,positive,abstract,The alpha male was a strong leader.,0.1653528952396815
yes,Males,yes,act violent with their girlfriends,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,Males act violent with their girlfriends.,0.2075021627526336
yes,The male,yes,is muscular,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,The male is muscular,0.0912594087747006
yes,The girl's mommy,yes,was very nurturing,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,The girl's mommy was very nurturing.,-0.2445271094091096
yes,the schoolgirl,yes,blush when he said he was struck by her hopeful nature,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,The teacher made the schoolgirl blush when he said he was struck by her hopeful nature.,-0.0677966747660366
yes,That group of gentlemen,yes,is being considerate about it,yes,yes,specific target,positive,noun,subset,situational behaviour,positive,abstract,That group of gentlemen is being considerate about it.,-0.1977621576605853
yes,a schoolboy,yes,was always horny,yes,yes,specific target,neutral,noun,subset,enduring characteristics,neutral,abstract,"When i was a schoolboy, i was always horny.",-0.0659494379474267
yes,the girl,yes,didn't want friends to meet her mommy because she was obnoxiously doting,yes,yes,specific target,neutral,noun,individual,situational behaviour,negative,concrete,The girl didn't want friends to meet her mommy because she was obnoxiously doting.,0.1589693525604288
yes,Wendy,yes,"try hard in school, was pretty, would marry a rich spouse",yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,concrete,Wendy did try hard in school because she was pretty and would marry a rich spouse.,0.325238153712061
yes,woman,yes,was a very nurturing,yes,yes,specific target,neutral,noun,generic,enduring characteristics,positive,concrete,His mother was a very nurturing woman.,-0.5659228880662188
yes,The male,yes,was strong,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,The male was strong.,0.0157415515468427
yes,Men,yes,are accident prone,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Men are accident prone,0.293883495844117
yes,The innnocent schoolgirl,yes,gave a recital at her school,yes,yes,specific target,positive,noun,subset,situational behaviour,positive,concrete,The innnocent schoolgirl gave a recital at her school.,-0.4593727418325134
yes,a typical male,yes,is a brute,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,"He's a brute, just like a typical male.",0.1533077908853108
yes,The bride,yes,wanted the feminine design that went well with the decore,yes,yes,specific target,neutral,noun,individual,situational behaviour,neutral,concrete,The bride wanted the feminine design that went well with the decore.,-0.2386360725585648
yes,Men,yes,are hunters,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,Men are hunters,0.3011070640202093
yes,Women,yes,do not work as hard as men,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Women do not work as hard as men.,0.3205238525690466
yes,women,yes,tend to love smoothies,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,women tend to love smoothies,-0.1437840952267952
yes,a schoolboy,yes,has been very naughty lately,yes,yes,specific target,neutral,noun,individual,situational behaviour,negative,concrete,John has been a very naughty schoolboy lately.,0.0994995658074621
yes,The schoolgirl,yes,is a immature individual,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,The schoolgirl of this day and age is a immature individual.,0.2168889053693433
yes,Grandfathers,yes,always spoil their grandchildren,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,concrete,Grandfathers always spoil their grandchildren.,0.2641850705861942
yes,The schoolboy,yes,was considered an expert of pranks,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,The schoolboy was considered an expert of pranks.,-0.0645632822839148
no,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,Carrie was always naive and gullible.,0.288067906221634
yes,Women,yes,prefer helping other people to pursuing success,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Women prefer helping other people to pursuing success.,0.0222077312789331
yes,his female subordinate,yes,was talked down to,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,Mr. Brown almost always talked down to his female subordinate.,0.2301575337862514
yes,Women,yes,are naturally timid,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Women are naturally timid.,0.2787369029495981
no,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",-0.2824926448728213
yes,His sister,yes,seemed to be naggy all the time,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,abstract,His sister seemed to be naggy all the time.,0.0589797689427049
yes,his mommy,yes,was understanding,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,He was too young to appreciate how understanding his mommy really was.,-0.0164761019134472
yes,The wealthy gentlemen,yes,"sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools",yes,yes,generic target,neutral,noun,subset,situational behaviour,negative,concrete,"The wealthy gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",0.2009111272841642
yes,a girl,yes,screamed,yes,yes,generic target,negative,noun,generic,situational behaviour,negative,concrete,My cousin screamed like a girl when he heard a dog crawling around,-0.0135829181893132
yes,That schoolgirl,yes,is really hardworker,yes,yes,specific target,neutral,noun,subset,enduring characteristics,positive,concrete,That schoolgirl is really hardworker.,-0.3827983694785715
yes,women in distress,yes,in distress,yes,yes,generic target,neutral,noun,subset,other,not-applicable,not-applicable,Julius had experience with rescuing women in distress.,-0.0588608284651745
yes,The gentlemen,yes,were proper,yes,yes,generic target,positive,noun,generic,enduring characteristics,positive,concrete,The gentlemen were proper.,-0.4218948883826136
yes,The grandfather,yes,walks very slow,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,concrete,The grandfather walks very slow.,-0.2399809748513927
yes,Women,yes,are too emotional to be good scientists,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Women are too emotional to be good scientists.,0.3358507875252277
yes,Her mommy,yes,is very caring,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,Her mommy is very caring.,-0.3486584582526411
yes,The male psychic,yes,was overly aggressive,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,The male psychic was overly aggressive.,0.1682844123578501
yes,the dumb woman,yes,on the phone,yes,yes,specific target,negative,noun,subset,other,not-applicable,not-applicable,He felt contempt for the dumb woman on the phone.,0.2346245681336464
yes,the men,not-applicable,in charge,not-applicable,yes,generic target,neutral,noun,generic,other,not-applicable,not-applicable,She was timid and deferred to the men in charge.,0.1056251552074923
yes,Gentlemen,yes,are the nicest men,yes,yes,generic target,positive,noun,generic,enduring characteristics,positive,abstract,Gentlemen are the nicest men.,-0.0560819748702279
yes,Women,yes,like to jump to conclusions too hastily,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Women like to jump to conclusions too hastily.,0.1485010763576281
yes,The mother,yes,was nurturing her children,yes,yes,specific target,neutral,noun,individual,situational behaviour,positive,concrete,The mother was nurturing her children.,-0.4101791881923647
yes,grandfather,yes,was so wise,yes,yes,specific target,positive,noun,subset,enduring characteristics,positive,abstract,The children loved getting advice from grandfather - he was so wise.,-0.3821207382641468
yes,Woman,yes,are more likely to make your life miserable because of how catty they are,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Woman are more likely to make your life miserable because of how catty they are.,0.3440211770421079
yes,a brawny man,yes,viewed himself as a brawny man,yes,yes,specific target,neutral,noun,subset,enduring characteristics,neutral,concrete,He viewed himself as a brawny man.,-0.1456991595482799
yes,the ladies,yes,noticed that the gentlemen were very handsome,yes,yes,generic target,neutral,noun,generic,situational behaviour,positive,concrete,"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",-0.1874217737826616
yes,She,not-applicable,"was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior",not-applicable,yes,specific target,neutral,pronoun,individual,situational behaviour,neutral,concrete,"She was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior.",0.0937673672682134
yes,the mother,yes,was very protective about her children,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,The mother was very protective about her children.,-0.2390388180982383
yes,mother,yes,is very overbearing,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,abstract,My mother is very overbearing,0.0207025175826897
yes,Women,yes,are always late because they take forever to get ready to go out,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,concrete,Women are always late because they take forever to get ready to go out.,0.2466356034365034
yes,The woman,yes,made lunch for the children when they were home from school,yes,yes,specific target,neutral,noun,generic,situational behaviour,positive,concrete,The woman made lunch for the children when they were home from school.,-0.3734438313452046
yes,The grandmother,yes,spent much of her time gossiping. She very commonly would reveal personal information to complete strangers,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,concrete,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,0.1770795969896045
yes,a girl,yes,started crying,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,"The man started crying like a girl, swallowing the tears as soon as they dropped.",0.0660379622822385
yes,the loving mommy,yes,was sitting at the park,yes,yes,specific target,positive,noun,subset,situational behaviour,neutral,concrete,The loving mommy was sitting at the park.,-0.3813331136149183
yes,Woman,yes,don't make for good soldiers,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Woman don't make for good soldiers so they shouldn't go into combat.,0.4072173524174634
yes,The mommy,yes,was nurturing towards her baby,yes,yes,specific target,neutral,noun,individual,situational behaviour,positive,concrete,The mommy was nurturing towards her baby.,-0.5384440701132093
yes,Women,yes,are fun,yes,yes,generic target,positive,noun,generic,enduring characteristics,positive,abstract,Women are fun,-0.0256588652735765
yes,The male species,yes,is always strong,yes,yes,generic target,positive,noun,generic,enduring characteristics,positive,abstract,The male species is always strong,0.2966154616412071
yes,Women,yes,are not good enough leaders to hold political office,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Women are not good enough leaders to hold political office.,0.3940010022897479
no,not-applicable,yes,not-applicable,yes,yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,My sister is considered a different kind of fragile.,-0.1480569936592844
yes,Women,yes,are too emotionally fragile to be good soldiers,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Women are too emotionally fragile to be good soldiers.,0.2859496432581765
yes,a woman like her,yes,"took some time putting on her high heels, which was easy for a woman like her",yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,"Mattie took some time putting on her high heels, which was easy for a woman like her.",0.0232632517210857
yes,A mother,yes,is caring,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,A mother is caring.,-0.5510168374653555
yes,All the mothers,yes,are so loving,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,All the mothers that come to pick up my students are so loving.,-0.2474242803582052
yes,the sister,yes,was living next door and nurturing,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,concrete,The nurturing sister was living next door.,-0.3293364083059797
yes,Male,yes,strength is valued in the police force,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,Male strength is valued in the police force.,0.0610207060497022
yes,The sexy mommy,yes,was well liked by the boys,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,The sexy mommy was well liked by the boys.,0.2714780314754974
yes,Women who brag a lot,yes,are probably faking their competence,yes,yes,generic target,negative,noun,subset,enduring characteristics,negative,abstract,Women who brag a lot are probably faking their competence.,0.2939188692446272
yes,an ignorant female,yes,is an ignorant female,yes,yes,specific target,negative,noun,individual,enduring characteristics,negative,abstract,Her husband claims she is an ignorant female.,0.2985429452768099
yes,women,yes,are unreasonable,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Everyone knows women are unreasonable.,0.3892463978811584
yes,The mother,yes,is loving,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,The mother i know down the street is loving,-0.4385816382521693
yes,Men gamers,yes,are not happy unless there is shooting and violence,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,concrete,Men gamers are not happy unless there is shooting and violence.,0.2422117530618027
yes,The gentlemen,yes,were cordial to each other,yes,yes,generic target,positive,noun,generic,situational behaviour,positive,concrete,The gentlemen were cordial to each other in the meeting room.,-0.4738451018177775
yes,The male student athlete,yes,is stupid,yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,abstract,The male student athlete is stupid.,0.2931024393922193
yes,Women,yes,"wander around life with no aim, their only purpose to serve men",yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,"Women wander around life with no aim, their only purpose to serve men.",0.3676248808611068
yes,the strong male,yes,was planning on hitting on women at the bar this weekend,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,The strong male was planning on hitting on women at the bar this weekend.,-0.0151175457885271
yes,The thin schoolgirl,yes,looked adorable in her school uniform,yes,yes,specific target,neutral,noun,subset,situational behaviour,positive,concrete,The thin schoolgirl looked adorable in her school uniform.,-0.0604379789069857
yes,People who still call their mother's mommy,not-applicable,are childish,not-applicable,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,People who still call their mother's mommy are childish.,0.2042428708956115
yes,A young man,yes,is not expected to admire himself,yes,yes,generic target,neutral,noun,subset,enduring characteristics,neutral,abstract,A young man is not expected to admire himself,-0.0693059413623579
yes,a sister,yes,acts like she is bonded with her other siblings,yes,yes,specific target,neutral,noun,individual,situational behaviour,positive,concrete,A sister acts like she is bonded with her other siblings,-0.3537195871671881
yes,The classy gentlemen,yes,were doing well,yes,yes,generic target,positive,noun,subset,situational behaviour,positive,concrete,The classy gentlemen were doing well.,-0.3462960931315096
yes,my mommy,yes,was always very nurturing to me,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,"When i was growing up, my mommy was always very nurturing to me.",-0.323722408234756
yes,girls,yes,were scared because they were girls,yes,yes,generic target,neutral,noun,subset,situational behaviour,negative,concrete,Some of her guest were scared because they were girls,0.1100672075368692
yes,a little girl,yes,screamed due to the pain,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,Sally quickly woke up and screamed like a little girl due to the pain,0.0618174693020784
yes,Males,yes,are typically messy,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Males are typically messy.,0.2003439958500807
yes,The women,yes,found the male across the room to be more boarish than they had expected,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,The women found the male across the room to be more boarish than they had expected.,0.0643198293551663
yes,the gentlemen,yes,were classy when introducing themselves,yes,yes,generic target,positive,noun,generic,situational behaviour,positive,concrete,All the gentlemen were classy when introducing themselves.,-0.131123831239555
yes,the blacks,yes,hated the whites at school,yes,yes,generic target,neutral,noun,generic,situational behaviour,negative,concrete,The blacks hated the whites at school.,0.3884913104103138
yes,a woman,yes,was never promoted,yes,yes,generic target,neutral,noun,generic,other,not-applicable,not-applicable,She was never promoted as a woman in finance.,0.0200195480412549
yes,The schoolboy,yes,plays football at recess,yes,yes,specific target,neutral,noun,individual,situational behaviour,neutral,concrete,The schoolboy plays football at recess,-0.3439929540974979
yes,The mommy,yes,is nurturing to her children,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,concrete,The mommy is nurturing to her children,-0.2512108813735404
yes,a very strong male,yes,always does this,yes,yes,specific target,positive,noun,subset,enduring characteristics,positive,abstract,He always does this because he is a very strong male.,0.2668075918608615
yes,The caring mother,yes,went to her crying daughter,yes,yes,specific target,positive,noun,subset,situational behaviour,positive,concrete,The caring mother went to her crying daughter.,-0.3641640773546648
yes,A mother,yes,is someone who is caring,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,A mother is someone who is caring.,-0.6029005083153387
yes,my mommy,yes,is so loving,yes,yes,specific target,neutral,noun,individual,enduring characteristics,positive,abstract,I can't believe that my mommy is so loving.,-0.2824049986692287
yes,the schoolboy,yes,was very pretentious,yes,yes,specific target,neutral,noun,individual,situational behaviour,negative,concrete,The schoolboy was very pretentious.,-0.0159007673373775
yes,The Muslim man,yes,"beat her and killed her, they're always stoning and abusing women",yes,yes,specific target,neutral,noun,subset,enduring characteristics,negative,concrete,"The Muslim man beat her and killed her, they're always stoning and abusing women.",0.3098744677828551
yes,the religious brahmins,yes,received special treatment in society,yes,yes,generic target,neutral,noun,subset,other,not-applicable,not-applicable,The religious brahmins received special treatment in society.,0.1699303074719642
yes,a Wiccan,yes,couldn't escape her true nature and dark motives,yes,yes,specific target,negative,noun,individual,enduring characteristics,negative,abstract,"Joan was a Wiccan, she couldn't escape her true nature and dark motives.",0.2828798718285059
yes,the Muslim suicide bomber,yes,grabbed the boy by the collar,yes,yes,specific target,negative,noun,subset,situational behaviour,negative,concrete,After he said this the Muslim suicide bomber grabbed the boy by the collar.,0.1140883882887775
yes,The muslim man,yes,is very religion,yes,yes,specific target,neutral,noun,subset,enduring characteristics,not-applicable,not-applicable,The muslim man is very religion,0.1668397121437874
yes,the average Jew,yes,giving information on how to be greedy,yes,yes,specific target,negative,noun,subset,enduring characteristics,negative,concrete,"Mr Carter was the average Jew, giving information on how to be greedy.",0.1403056287398851
yes,the Jewish people,yes,think their films are the best,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,It is always the Jewish people who think their films are the best.,0.3821922805367627
yes,Jewish American children,yes,are always so entitled,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,Jewish American children are always so entitled.,0.3362693224804037
yes,the muslim mosque,yes,was deemed dangerous to the community,yes,yes,specific target,neutral,noun,subset,other,not-applicable,not-applicable,Many did not want the muslim mosque built because it was deemed dangerous to the community.,0.0708811760548706
yes,Jews,yes,would never protect another person,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Jews would never protect another person.,0.3622912439458199
yes,muslim following,yes,has often been described as radical,yes,yes,generic target,neutral,noun,subset,enduring characteristics,negative,abstract,The muslim following has often been described as radical.,0.1463050768140962
yes,the Muslim,yes,watched with great disdain,yes,yes,specific target,neutral,noun,generic,situational behaviour,negative,concrete,The men watched the Muslim with great disdain.,0.3374958819659535
yes,Brahmin,yes,a very loving type of existence,yes,yes,generic target,positive,noun,generic,enduring characteristics,positive,abstract,Brahmin is a very loving type of existence.,-0.1049468943888304
yes,the Muslims,yes,are shifty,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,"We need to investigate the Muslims, everyone knows they are shifty.",0.1134525199513026
yes,Muslims,yes,are not trustworthy because of all the terrorist attacks,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Muslims are not trustworthy because of all the terrorist attacks.,0.3086951364935439
yes,The bible,yes,is a judgemental book,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,The bible is a judgemental! book.,0.0973544720697518
yes,The bible,yes,is holy scripture,yes,yes,generic target,neutral,noun,generic,enduring characteristics,positive,abstract,The bible is holy scripture.,0.0086106733758351
yes,the Muslims,yes,might say about it,yes,yes,generic target,neutral,noun,generic,situational behaviour,neutral,abstract,"We're still here, no matter what the Muslims might say about it.",0.2471565100372995
yes,Muslim students,yes,would think her dress too revealing and glare at her,yes,yes,generic target,neutral,noun,subset,situational behaviour,negative,concrete,She knew there would be Muslim students there and they would think her dress too revealing and glare at her.,0.1477894919964409
yes,The muslim,yes,was a terrorist,yes,yes,specific target,neutral,noun,individual,enduring characteristics,negative,concrete,The muslim was a terrorist.,0.3664426876382601
yes,an Atheist,yes,didn't care about their suffering,yes,yes,specific target,neutral,noun,subset,situational behaviour,negative,concrete,He didn't care about their suffering because he was an Atheist and didn't believe in God.,0.2161389505582707
yes,The muslim community,yes,is known for being strongly religious,yes,yes,generic target,neutral,noun,generic,enduring characteristics,neutral,abstract,The muslim community is known for being strongly religious.,0.0669783966658228
yes,brahmin,yes,are seen as both sometimes,yes,yes,generic target,neutral,noun,subset,enduring characteristics,neutral,concrete,Witchdoctors and priests are different things. brahmin are seen as both sometimes.priest,-0.3932361947278054
yes,a Muslim,yes,they're all terrorists,yes,yes,specific target,negative,noun,generic,enduring characteristics,negative,abstract,"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.",0.2510536996806162
yes,Brahmin,yes,is a haughty company,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Brahmin is a haughty company.,0.2113261226498895
yes,those people are Muslims,yes,so we need to be cautious,yes,yes,specific target,neutral,noun,subset,other,not-applicable,not-applicable,"I'm sorry but those people are Muslims, so we need to be cautious.",0.2869629570916522
yes,The Hindu,yes,thought it was wrong to eat beef,yes,yes,specific target,neutral,noun,individual,situational behaviour,negative,concrete,The Hindu thought it was wrong to eat beef.,0.0259808350557935
yes,Brahmin,yes,tend to be very prideful,yes,yes,generic target,neutral,noun,generic,enduring characteristics,negative,abstract,Brahmin tend to be very prideful.,0.3369710003011161
yes,Jewish people,yes,are conspiring against everyone else,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Jewish people are conspiring against everyone else.,0.3367724288789617
yes,Navajo Indians,yes,strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water,yes,yes,generic target,neutral,noun,subset,enduring characteristics,neutral,concrete,Groups of Navajo Indians strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water.,-0.1909001056524109
yes,a Muslim,yes,they lie,yes,yes,specific target,negative,noun,individual,enduring characteristics,negative,abstract,"The guide was a Muslim, they lie, I don't believe what he's saying.",0.3279024477974576
yes,Jews,yes,secretly control all the banks in the world,yes,yes,generic target,negative,noun,generic,enduring characteristics,negative,abstract,Jews secretly control all the banks in the world.,0.3810284738045987
